url,height,width,coco_id,img_id,flickr_id
https://cs.stanford.edu/people/rak248/VG_100K/61567.jpg,767,1024,425381.0,61567,2478472358.0
https://cs.stanford.edu/people/rak248/VG_100K/61568.jpg,671,1000,,61568,8594446404.0
https://cs.stanford.edu/people/rak248/VG_100K/61569.jpg,640,640,,61569,9987190063.0
https://cs.stanford.edu/people/rak248/VG_100K/61570.jpg,685,1024,,61570,6707729613.0
https://cs.stanford.edu/people/rak248/VG_100K/61571.jpg,480,640,140244.0,61571,3659137656.0
https://cs.stanford.edu/people/rak248/VG_100K/61572.jpg,632,1024,,61572,8042991852.0
https://cs.stanford.edu/people/rak248/VG_100K/61574.jpg,768,1024,377213.0,61574,516428879.0
https://cs.stanford.edu/people/rak248/VG_100K/61576.jpg,466,1024,,61576,9109078971.0
https://cs.stanford.edu/people/rak248/VG_100K/61577.jpg,480,640,,61577,2788466296.0
https://cs.stanford.edu/people/rak248/VG_100K/61578.jpg,1024,682,50305.0,61578,2848278118.0
https://cs.stanford.edu/people/rak248/VG_100K/61581.jpg,1024,843,377000.0,61581,5607314225.0
https://cs.stanford.edu/people/rak248/VG_100K/61584.jpg,770,1024,121430.0,61584,6851925550.0
https://cs.stanford.edu/people/rak248/VG_100K/61586.jpg,683,1024,,61586,7825579384.0
https://cs.stanford.edu/people/rak248/VG_100K/61587.jpg,1024,680,,61587,3449140653.0
https://cs.stanford.edu/people/rak248/VG_100K/61588.jpg,683,1024,,61588,6636244929.0
https://cs.stanford.edu/people/rak248/VG_100K/61589.jpg,800,1024,,61589,8118408829.0
https://cs.stanford.edu/people/rak248/VG_100K/61590.jpg,768,1024,1700.0,61590,3177439387.0
https://cs.stanford.edu/people/rak248/VG_100K/61593.jpg,1024,772,309386.0,61593,8247849517.0
https://cs.stanford.edu/people/rak248/VG_100K/61594.jpg,803,1024,181566.0,61594,2421762255.0
https://cs.stanford.edu/people/rak248/VG_100K/61595.jpg,680,1024,551941.0,61595,8143348251.0
https://cs.stanford.edu/people/rak248/VG_100K/61596.jpg,768,1024,,61596,1749756225.0
https://cs.stanford.edu/people/rak248/VG_100K/61597.jpg,960,1280,,61597,2828905413.0
https://cs.stanford.edu/people/rak248/VG_100K/61598.jpg,685,1024,,61598,3105242807.0
https://cs.stanford.edu/people/rak248/VG_100K/61599.jpg,768,1024,538003.0,61599,4388931155.0
https://cs.stanford.edu/people/rak248/VG_100K/61600.jpg,482,1024,45433.0,61600,4356587573.0
https://cs.stanford.edu/people/rak248/VG_100K/61602.jpg,768,1024,,61602,8529912833.0
https://cs.stanford.edu/people/rak248/VG_100K/61603.jpg,768,1024,,61603,4552673315.0
https://cs.stanford.edu/people/rak248/VG_100K/61604.jpg,1024,680,498651.0,61604,6320506815.0
https://cs.stanford.edu/people/rak248/VG_100K/61605.jpg,768,1024,255706.0,61605,99283267.0
https://cs.stanford.edu/people/rak248/VG_100K/61606.jpg,768,1024,405004.0,61606,533864567.0
https://cs.stanford.edu/people/rak248/VG_100K/61609.jpg,1024,682,311501.0,61609,6983231161.0
https://cs.stanford.edu/people/rak248/VG_100K/61610.jpg,674,1024,579123.0,61610,6610791839.0
https://cs.stanford.edu/people/rak248/VG_100K/107900.jpg,960,1280,,107900,2393973731.0
https://cs.stanford.edu/people/rak248/VG_100K/107901.jpg,768,1024,,107901,168197964.0
https://cs.stanford.edu/people/rak248/VG_100K/107902.jpg,1024,768,417720.0,107902,9529946680.0
https://cs.stanford.edu/people/rak248/VG_100K/107905.jpg,770,1024,466766.0,107905,234447793.0
https://cs.stanford.edu/people/rak248/VG_100K/107906.jpg,768,1024,175020.0,107906,7397873180.0
https://cs.stanford.edu/people/rak248/VG_100K/107907.jpg,768,1024,195045.0,107907,111501747.0
https://cs.stanford.edu/people/rak248/VG_100K/107909.jpg,768,1024,71754.0,107909,8010811544.0
https://cs.stanford.edu/people/rak248/VG_100K/107910.jpg,742,1024,331799.0,107910,5952045924.0
https://cs.stanford.edu/people/rak248/VG_100K/107912.jpg,583,1024,74457.0,107912,6148444553.0
https://cs.stanford.edu/people/rak248/VG_100K/107914.jpg,800,523,285388.0,107914,592250385.0
https://cs.stanford.edu/people/rak248/VG_100K/107915.jpg,768,1024,168593.0,107915,6853122211.0
https://cs.stanford.edu/people/rak248/VG_100K/107917.jpg,768,1024,,107917,5161073556.0
https://cs.stanford.edu/people/rak248/VG_100K/107919.jpg,683,1024,336414.0,107919,8679581279.0
https://cs.stanford.edu/people/rak248/VG_100K/107920.jpg,683,1024,,107920,4977320067.0
https://cs.stanford.edu/people/rak248/VG_100K/107922.jpg,614,1024,,107922,6829038281.0
https://cs.stanford.edu/people/rak248/VG_100K/107923.jpg,480,360,68445.0,107923,402154584.0
https://cs.stanford.edu/people/rak248/VG_100K/107924.jpg,576,1024,3837.0,107924,8998531909.0
https://cs.stanford.edu/people/rak248/VG_100K/107925.jpg,1024,685,,107925,8056045427.0
https://cs.stanford.edu/people/rak248/VG_100K/107928.jpg,1024,768,271148.0,107928,5925756529.0
https://cs.stanford.edu/people/rak248/VG_100K/107930.jpg,768,1024,375464.0,107930,8315131764.0
https://cs.stanford.edu/people/rak248/VG_100K/107931.jpg,590,858,571499.0,107931,5161016911.0
https://cs.stanford.edu/people/rak248/VG_100K/107932.jpg,684,1024,,107932,4379788824.0
https://cs.stanford.edu/people/rak248/VG_100K/107933.jpg,768,1024,410707.0,107933,374988762.0
https://cs.stanford.edu/people/rak248/VG_100K/107934.jpg,533,800,557543.0,107934,277947910.0
https://cs.stanford.edu/people/rak248/VG_100K/107935.jpg,644,1024,,107935,9025241266.0
https://cs.stanford.edu/people/rak248/VG_100K/107936.jpg,767,1024,,107936,8310475803.0
https://cs.stanford.edu/people/rak248/VG_100K/107937.jpg,1024,576,23759.0,107937,8264411361.0
https://cs.stanford.edu/people/rak248/VG_100K/107939.jpg,1024,683,282793.0,107939,8043341901.0
https://cs.stanford.edu/people/rak248/VG_100K/107941.jpg,612,612,517807.0,107941,6312836326.0
https://cs.stanford.edu/people/rak248/VG_100K/107942.jpg,1024,612,215207.0,107942,10211332813.0
https://cs.stanford.edu/people/rak248/VG_100K/107943.jpg,574,864,,107943,4668514133.0
https://cs.stanford.edu/people/rak248/VG_100K/107945.jpg,800,708,,107945,4925471782.0
https://cs.stanford.edu/people/rak248/VG_100K/107946.jpg,853,1280,203102.0,107946,4635943863.0
https://cs.stanford.edu/people/rak248/VG_100K/107947.jpg,678,1024,440508.0,107947,9779255862.0
https://cs.stanford.edu/people/rak248/VG_100K/107949.jpg,683,1024,,107949,8739486842.0
https://cs.stanford.edu/people/rak248/VG_100K/107950.jpg,768,1024,,107950,3360452818.0
https://cs.stanford.edu/people/rak248/VG_100K/107951.jpg,754,1024,265453.0,107951,9352820210.0
https://cs.stanford.edu/people/rak248/VG_100K/107952.jpg,683,1024,,107952,5941494725.0
https://cs.stanford.edu/people/rak248/VG_100K/107953.jpg,683,1024,104701.0,107953,69470137.0
https://cs.stanford.edu/people/rak248/VG_100K/107954.jpg,683,1024,,107954,510350219.0
https://cs.stanford.edu/people/rak248/VG_100K/107955.jpg,768,1024,272026.0,107955,9044850247.0
https://cs.stanford.edu/people/rak248/VG_100K/107960.jpg,877,1024,422170.0,107960,6296054082.0
https://cs.stanford.edu/people/rak248/VG_100K/107961.jpg,678,1024,415790.0,107961,9278373435.0
https://cs.stanford.edu/people/rak248/VG_100K/107962.jpg,768,1024,,107962,528114146.0
https://cs.stanford.edu/people/rak248/VG_100K/107963.jpg,768,1024,,107963,5934430558.0
https://cs.stanford.edu/people/rak248/VG_100K/107964.jpg,768,1024,198735.0,107964,8621299649.0
https://cs.stanford.edu/people/rak248/VG_100K/107965.jpg,1024,768,81735.0,107965,4813077959.0
https://cs.stanford.edu/people/rak248/VG_100K/107966.jpg,1024,685,19028.0,107966,6872898747.0
https://cs.stanford.edu/people/rak248/VG_100K/107967.jpg,810,1200,282899.0,107967,142866020.0
https://cs.stanford.edu/people/rak248/VG_100K/107968.jpg,765,1024,445093.0,107968,8916908299.0
https://cs.stanford.edu/people/rak248/VG_100K/107969.jpg,768,1024,,107969,5222133436.0
https://cs.stanford.edu/people/rak248/VG_100K/107970.jpg,1024,768,79966.0,107970,8750340132.0
https://cs.stanford.edu/people/rak248/VG_100K/107971.jpg,1024,765,503401.0,107971,8245624137.0
https://cs.stanford.edu/people/rak248/VG_100K/107972.jpg,567,850,263270.0,107972,7851656958.0
https://cs.stanford.edu/people/rak248/VG_100K/107973.jpg,686,1024,,107973,8668121514.0
https://cs.stanford.edu/people/rak248/VG_100K/107974.jpg,432,768,,107974,6498587575.0
https://cs.stanford.edu/people/rak248/VG_100K/107975.jpg,960,1280,182933.0,107975,324885996.0
https://cs.stanford.edu/people/rak248/VG_100K/107976.jpg,662,1024,,107976,4869456397.0
https://cs.stanford.edu/people/rak248/VG_100K/107977.jpg,975,1024,,107977,4370372957.0
https://cs.stanford.edu/people/rak248/VG_100K/107978.jpg,1024,681,174868.0,107978,3167666872.0
https://cs.stanford.edu/people/rak248/VG_100K/107980.jpg,1024,692,124230.0,107980,7184340160.0
https://cs.stanford.edu/people/rak248/VG_100K/107983.jpg,1024,683,,107983,7382273234.0
https://cs.stanford.edu/people/rak248/VG_100K/107984.jpg,683,1024,456652.0,107984,3679553663.0
https://cs.stanford.edu/people/rak248/VG_100K/107985.jpg,707,1024,,107985,8023304129.0
https://cs.stanford.edu/people/rak248/VG_100K/107986.jpg,768,1024,440284.0,107986,2208778744.0
https://cs.stanford.edu/people/rak248/VG_100K/107987.jpg,853,1024,,107987,2443130672.0
https://cs.stanford.edu/people/rak248/VG_100K/107989.jpg,686,1024,,107989,4657999166.0
https://cs.stanford.edu/people/rak248/VG_100K/107990.jpg,768,1024,257958.0,107990,3462144862.0
https://cs.stanford.edu/people/rak248/VG_100K/107991.jpg,768,1024,357386.0,107991,8083246385.0
https://cs.stanford.edu/people/rak248/VG_100K/107992.jpg,472,630,12021.0,107992,321785477.0
https://cs.stanford.edu/people/rak248/VG_100K/107993.jpg,683,1024,381556.0,107993,8467014282.0
https://cs.stanford.edu/people/rak248/VG_100K/107994.jpg,768,1024,131390.0,107994,7452285360.0
https://cs.stanford.edu/people/rak248/VG_100K/107996.jpg,1024,768,310214.0,107996,5297711298.0
https://cs.stanford.edu/people/rak248/VG_100K/107997.jpg,768,1024,69526.0,107997,110028147.0
https://cs.stanford.edu/people/rak248/VG_100K/150259.jpg,1024,680,536010.0,150259,6827056202.0
https://cs.stanford.edu/people/rak248/VG_100K/150260.jpg,768,1024,160115.0,150260,2107436863.0
https://cs.stanford.edu/people/rak248/VG_100K/150261.jpg,680,1024,126301.0,150261,6462985601.0
https://cs.stanford.edu/people/rak248/VG_100K/150262.jpg,612,612,167713.0,150262,8637891557.0
https://cs.stanford.edu/people/rak248/VG_100K/150263.jpg,768,1024,,150263,221876828.0
https://cs.stanford.edu/people/rak248/VG_100K/150264.jpg,680,1024,156405.0,150264,4984649099.0
https://cs.stanford.edu/people/rak248/VG_100K/150265.jpg,688,1024,565834.0,150265,8999127355.0
https://cs.stanford.edu/people/rak248/VG_100K/150266.jpg,685,1024,,150266,5046517526.0
https://cs.stanford.edu/people/rak248/VG_100K/150267.jpg,577,1024,,150267,9515859651.0
https://cs.stanford.edu/people/rak248/VG_100K/150268.jpg,1024,768,89266.0,150268,264742072.0
https://cs.stanford.edu/people/rak248/VG_100K/150269.jpg,683,1024,405137.0,150269,486267834.0
https://cs.stanford.edu/people/rak248/VG_100K/150270.jpg,1024,681,167598.0,150270,253214757.0
https://cs.stanford.edu/people/rak248/VG_100K/150273.jpg,768,1024,198596.0,150273,2913972245.0
https://cs.stanford.edu/people/rak248/VG_100K/150274.jpg,910,1024,400617.0,150274,5896543857.0
https://cs.stanford.edu/people/rak248/VG_100K/150276.jpg,683,1024,108655.0,150276,8756208339.0
https://cs.stanford.edu/people/rak248/VG_100K/150277.jpg,768,1024,356362.0,150277,5892607466.0
https://cs.stanford.edu/people/rak248/VG_100K/150278.jpg,740,1024,309086.0,150278,8339575908.0
https://cs.stanford.edu/people/rak248/VG_100K/150279.jpg,1024,768,,150279,8739973099.0
https://cs.stanford.edu/people/rak248/VG_100K/150280.jpg,768,1024,271987.0,150280,4741167837.0
https://cs.stanford.edu/people/rak248/VG_100K/150281.jpg,612,612,,150281,8560160806.0
https://cs.stanford.edu/people/rak248/VG_100K/150282.jpg,768,1024,342126.0,150282,8458842327.0
https://cs.stanford.edu/people/rak248/VG_100K/150284.jpg,768,1024,,150284,4597555826.0
https://cs.stanford.edu/people/rak248/VG_100K/150285.jpg,1024,1024,439271.0,150285,8213655731.0
https://cs.stanford.edu/people/rak248/VG_100K/150287.jpg,1024,683,,150287,3377145238.0
https://cs.stanford.edu/people/rak248/VG_100K/150288.jpg,683,1024,136240.0,150288,2661200771.0
https://cs.stanford.edu/people/rak248/VG_100K/150289.jpg,1024,683,,150289,9210906893.0
https://cs.stanford.edu/people/rak248/VG_100K/150290.jpg,768,1024,204422.0,150290,4282848031.0
https://cs.stanford.edu/people/rak248/VG_100K/150291.jpg,685,1024,465853.0,150291,2037997834.0
https://cs.stanford.edu/people/rak248/VG_100K/150293.jpg,782,1024,228226.0,150293,7348234584.0
https://cs.stanford.edu/people/rak248/VG_100K/150294.jpg,1024,768,197383.0,150294,280636459.0
https://cs.stanford.edu/people/rak248/VG_100K/150295.jpg,1024,683,,150295,4305666657.0
https://cs.stanford.edu/people/rak248/VG_100K/150296.jpg,768,1024,138501.0,150296,5075675963.0
https://cs.stanford.edu/people/rak248/VG_100K/150297.jpg,681,1024,165893.0,150297,7405095362.0
https://cs.stanford.edu/people/rak248/VG_100K/150298.jpg,737,1024,249643.0,150298,9167356387.0
https://cs.stanford.edu/people/rak248/VG_100K/150299.jpg,1024,685,390608.0,150299,8800644952.0
https://cs.stanford.edu/people/rak248/VG_100K/150300.jpg,677,1024,142969.0,150300,7222591478.0
https://cs.stanford.edu/people/rak248/VG_100K/150301.jpg,1024,768,9274.0,150301,4487608653.0
https://cs.stanford.edu/people/rak248/VG_100K/150303.jpg,768,1024,340145.0,150303,4579361887.0
https://cs.stanford.edu/people/rak248/VG_100K/150305.jpg,765,1024,552796.0,150305,5557032034.0
https://cs.stanford.edu/people/rak248/VG_100K/150306.jpg,768,1024,,150306,3920534455.0
https://cs.stanford.edu/people/rak248/VG_100K/150307.jpg,577,1024,554255.0,150307,3645594155.0
https://cs.stanford.edu/people/rak248/VG_100K/150308.jpg,683,1024,106508.0,150308,9777495065.0
https://cs.stanford.edu/people/rak248/VG_100K/150309.jpg,765,1024,38840.0,150309,5714790197.0
https://cs.stanford.edu/people/rak248/VG_100K/150311.jpg,663,1024,254917.0,150311,7965295478.0
https://cs.stanford.edu/people/rak248/VG_100K/150312.jpg,1024,683,216930.0,150312,4886337019.0
https://cs.stanford.edu/people/rak248/VG_100K/150313.jpg,768,1024,212381.0,150313,7473102164.0
https://cs.stanford.edu/people/rak248/VG_100K/150315.jpg,768,1024,,150315,8072055093.0
https://cs.stanford.edu/people/rak248/VG_100K/150316.jpg,1024,768,,150316,6260429135.0
https://cs.stanford.edu/people/rak248/VG_100K/150317.jpg,1024,718,,150317,3519165573.0
https://cs.stanford.edu/people/rak248/VG_100K/150320.jpg,1024,768,,150320,3394197094.0
https://cs.stanford.edu/people/rak248/VG_100K/150321.jpg,1024,768,,150321,9641306920.0
https://cs.stanford.edu/people/rak248/VG_100K/150322.jpg,613,1024,,150322,8370615023.0
https://cs.stanford.edu/people/rak248/VG_100K/150324.jpg,768,1024,342204.0,150324,4076637375.0
https://cs.stanford.edu/people/rak248/VG_100K/150325.jpg,1024,751,137203.0,150325,3845770407.0
https://cs.stanford.edu/people/rak248/VG_100K/150326.jpg,673,1024,554070.0,150326,5586897188.0
https://cs.stanford.edu/people/rak248/VG_100K/150329.jpg,671,1024,555797.0,150329,5347302149.0
https://cs.stanford.edu/people/rak248/VG_100K/150330.jpg,709,1024,51571.0,150330,7800640746.0
https://cs.stanford.edu/people/rak248/VG_100K/150333.jpg,768,1024,,150333,8586023764.0
https://cs.stanford.edu/people/rak248/VG_100K/150335.jpg,590,875,237002.0,150335,5541639283.0
https://cs.stanford.edu/people/rak248/VG_100K/150336.jpg,683,1024,,150336,8441396428.0
https://cs.stanford.edu/people/rak248/VG_100K/150337.jpg,1024,768,518157.0,150337,2832592525.0
https://cs.stanford.edu/people/rak248/VG_100K/150338.jpg,685,1024,272870.0,150338,5255443129.0
https://cs.stanford.edu/people/rak248/VG_100K/150339.jpg,1024,768,,150339,4513379791.0
https://cs.stanford.edu/people/rak248/VG_100K/150341.jpg,778,1024,,150341,7091065905.0
https://cs.stanford.edu/people/rak248/VG_100K/150342.jpg,768,1024,,150342,5048801862.0
https://cs.stanford.edu/people/rak248/VG_100K/150343.jpg,683,1024,,150343,5941332610.0
https://cs.stanford.edu/people/rak248/VG_100K/150344.jpg,768,1024,,150344,157595351.0
https://cs.stanford.edu/people/rak248/VG_100K/150348.jpg,683,1024,459003.0,150348,5533444172.0
https://cs.stanford.edu/people/rak248/VG_100K/150349.jpg,1024,683,329952.0,150349,4505571044.0
https://cs.stanford.edu/people/rak248/VG_100K/150350.jpg,768,1024,,150350,34041643.0
https://cs.stanford.edu/people/rak248/VG_100K/150351.jpg,643,1024,77601.0,150351,7359031054.0
https://cs.stanford.edu/people/rak248/VG_100K/150352.jpg,680,1024,284018.0,150352,5012838190.0
https://cs.stanford.edu/people/rak248/VG_100K/150353.jpg,1024,683,,150353,5605897099.0
https://cs.stanford.edu/people/rak248/VG_100K/150354.jpg,768,1024,,150354,4801712465.0
https://cs.stanford.edu/people/rak248/VG_100K/150355.jpg,1024,681,,150355,4106411944.0
https://cs.stanford.edu/people/rak248/VG_100K/150356.jpg,576,1024,39040.0,150356,3771067047.0
https://cs.stanford.edu/people/rak248/VG_100K/150357.jpg,576,1024,414850.0,150357,7007762133.0
https://cs.stanford.edu/people/rak248/VG_100K/150358.jpg,768,1024,460373.0,150358,5648677454.0
https://cs.stanford.edu/people/rak248/VG_100K/150359.jpg,525,700,,150359,7975438142.0
https://cs.stanford.edu/people/rak248/VG_100K/150360.jpg,338,450,367680.0,150360,34251540.0
https://cs.stanford.edu/people/rak248/VG_100K/150361.jpg,411,1024,503724.0,150361,9721900369.0
https://cs.stanford.edu/people/rak248/VG_100K/150362.jpg,768,1024,,150362,77398730.0
https://cs.stanford.edu/people/rak248/VG_100K/150364.jpg,765,1024,149123.0,150364,8262777056.0
https://cs.stanford.edu/people/rak248/VG_100K/150365.jpg,683,1024,,150365,7386755464.0
https://cs.stanford.edu/people/rak248/VG_100K/150366.jpg,685,1024,211107.0,150366,4601876401.0
https://cs.stanford.edu/people/rak248/VG_100K/150371.jpg,682,1024,,150371,8670178653.0
https://cs.stanford.edu/people/rak248/VG_100K/150372.jpg,768,1024,358017.0,150372,5440126054.0
https://cs.stanford.edu/people/rak248/VG_100K/150373.jpg,768,1024,549117.0,150373,4015537255.0
https://cs.stanford.edu/people/rak248/VG_100K/150374.jpg,768,1024,460728.0,150374,8398879578.0
https://cs.stanford.edu/people/rak248/VG_100K/150376.jpg,316,1024,,150376,9703241066.0
https://cs.stanford.edu/people/rak248/VG_100K/150377.jpg,687,1024,237818.0,150377,4664804932.0
https://cs.stanford.edu/people/rak248/VG_100K/150378.jpg,683,1024,68751.0,150378,6103715639.0
